old_path,new_path,date,company,format,status
"to_check/archive/original_snapshot/20250218_SOLADES1RWL_PAIN00800102_6.xml","to_check/archive/original_snapshot/20250218_ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ_PAIN00800102_9.xml","20250218","ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ","PAIN00800102","RENAMED"
"to_check/archive/original_snapshot/20250218_SOLADES1RWL_PAIN00800102_7.xml","to_check/archive/original_snapshot/20250218_ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ_PAIN00800102_10.xml","20250218","ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ","PAIN00800102","RENAMED"
"to_check/archive/original_snapshot/20250218_SOLADES1RWL_PAIN00800102_8.xml","to_check/archive/original_snapshot/20250218_ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ_PAIN00800102_11.xml","20250218","ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ","PAIN00800102","RENAMED"
"to_check/archive/original_snapshot/20250218_SOLADES1RWL_PAIN00800102_9.xml","to_check/archive/original_snapshot/20250218_ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ_PAIN00800102_12.xml","20250218","ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ","PAIN00800102","RENAMED"
"to_check/archive/original_snapshot/20250219_SOLADES1RWL_PAIN00800102.xml","to_check/archive/original_snapshot/20250219_ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ_PAIN00800102.xml","20250219","ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ","PAIN00800102","RENAMED"
"to_check/archive/original_snapshot/20250219_SOLADES1RWL_PAIN00800102_1.xml","to_check/archive/original_snapshot/20250219_ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ_PAIN00800102_1.xml","20250219","ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ","PAIN00800102","RENAMED"
"to_check/archive/original_snapshot/20250219_SOLADES1RWL_PAIN00800102_2.xml","to_check/archive/original_snapshot/20250219_ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ_PAIN00800102_2.xml","20250219","ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ","PAIN00800102","RENAMED"
"to_check/archive/original_snapshot/20250219_SOLADES1RWL_PAIN00800102_3.xml","to_check/archive/original_snapshot/20250219_ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ_PAIN00800102_3.xml","20250219","ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ","PAIN00800102","RENAMED"
"to_check/archive/original_snapshot/20250219_SOLADES1RWL_PAIN00800102_4.xml","to_check/archive/original_snapshot/20250219_ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ_PAIN00800102_4.xml","20250219","ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_NETZ","PAIN00800102","RENAMED"
"to_check/archive/original_snapshot/20250410_SOLADES1RWL_PAIN00800102.xml","to_check/archive/original_snapshot/20250410_ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG_PAIN00800102.xml","20250410","ENRW_ENERGIEVERSORGUNG_ROTTWEIL_GMBH_CO_KG","PAIN00800102","RENAMED"
